Step, Time, BitDepth, HoleDepth, blockPosition. JointLength, hookload, DWOB, Torque, RPM, PumpPress, FlowRate
Step 6, 465550, 5003.15707564137, 5003.15040660418, 12.7429243589434, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 465600, 5003.1638387957, 5003.15716975852, 12.7361612046083, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 465650, 5003.16891116146, 5003.16224212427, 12.7310888388569, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 465700, 5003.17567431579, 5003.1690052786, 12.7243256845217, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 465750, 5003.18243747013, 5003.17576843294, 12.7175625301865, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 465800, 5003.18750983588, 5003.18084079869, 12.7124901644351, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 465850, 5003.19427299021, 5003.18760395303, 12.7057270100999, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 465900, 5003.19934535596, 5003.19267631878, 12.7006546443485, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 465950, 5003.2061085103, 5003.19943947311, 12.6938914900134, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466000, 5003.21118087605, 5003.20451183886, 12.688819124262, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466050, 5003.21794403039, 5003.2112749932, 12.6820559699268, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466100, 5003.22301639614, 5003.21634735895, 12.6769836041754, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466150, 5003.22977955047, 5003.22311051329, 12.6702204498402, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466200, 5003.23485191622, 5003.22818287904, 12.6651480840888, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466250, 5003.24161507056, 5003.23494603337, 12.6583849297537, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466300, 5003.24668743631, 5003.24001839912, 12.6533125640023, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466350, 5003.25345059065, 5003.24678155346, 12.6465494096671, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466400, 5003.2585229564, 5003.25185391921, 12.6414770439157, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466450, 5003.26528611073, 5003.25861707355, 12.6347138895805, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466500, 5003.27035847648, 5003.2636894393, 12.6296415238291, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466550, 5003.27712163082, 5003.27045259363, 12.622878369494, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466600, 5003.28219399657, 5003.27552495938, 12.6178060037426, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466650, 5003.28895715091, 5003.28228811372, 12.6110428494074, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466700, 5003.29572030524, 5003.28905126805, 12.6042796950722, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466750, 5003.30079267099, 5003.29412363381, 12.5992073293208, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466800, 5003.30755582533, 5003.30088678814, 12.5924441749856, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466850, 5003.31262819108, 5003.30595915389, 12.5873718092342, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466900, 5003.31939134541, 5003.31272230823, 12.5806086548991, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 466950, 5003.32446371117, 5003.31779467398, 12.5755362891477, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467000, 5003.3312268655, 5003.32455782831, 12.5687731348125, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467050, 5003.33629923125, 5003.32963019407, 12.5637007690611, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467100, 5003.34306238559, 5003.3363933484, 12.5569376147259, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467150, 5003.34813475134, 5003.34146571415, 12.5518652489745, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467200, 5003.35489790567, 5003.34822886849, 12.5451020946394, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467250, 5003.35997027143, 5003.35330123424, 12.540029728888, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467300, 5003.36673342576, 5003.36006438857, 12.5332665745528, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467350, 5003.37180579151, 5003.36513675433, 12.5281942088014, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467400, 5003.37856894585, 5003.37189990866, 12.5214310544662, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467450, 5003.3836413116, 5003.37697227441, 12.5163586887148, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467500, 5003.39040446593, 5003.38373542875, 12.5095955343796, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467550, 5003.39547683169, 5003.3888077945, 12.5045231686283, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467600, 5003.40223998602, 5003.39557094883, 12.4977600142931, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467650, 5003.40900314036, 5003.40233410317, 12.4909968599579, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467700, 5003.41407550611, 5003.40740646892, 12.4859244942065, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467750, 5003.42083866044, 5003.41416962326, 12.4791613398713, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467800, 5003.42591102619, 5003.41924198901, 12.4740889741199, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467850, 5003.43267418053, 5003.42600514334, 12.4673258197848, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467900, 5003.43774654628, 5003.43107750909, 12.4622534540334, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 467950, 5003.44450970062, 5003.43784066343, 12.4554902996982, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468000, 5003.44958206637, 5003.44291302918, 12.4504179339468, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468050, 5003.4563452207, 5003.44967618352, 12.4436547796116, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468100, 5003.46141758645, 5003.45474854927, 12.4385824138602, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468150, 5003.46818074079, 5003.4615117036, 12.4318192595251, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468200, 5003.47325310654, 5003.46658406935, 12.4267468937737, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468250, 5003.48001626088, 5003.47334722369, 12.4199837394385, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468300, 5003.48508862663, 5003.47841958944, 12.4149113736871, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468350, 5003.49185178096, 5003.48518274378, 12.4081482193519, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468400, 5003.49692414671, 5003.49025510953, 12.4030758536005, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468450, 5003.50368730105, 5003.49701826386, 12.3963126992653, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468500, 5003.51045045538, 5003.5037814182, 12.3895495449302, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468550, 5003.51552282114, 5003.50885378395, 12.3844771791788, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468600, 5003.52228597547, 5003.51561693828, 12.3777140248436, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468650, 5003.52735834122, 5003.52068930403, 12.3726416590922, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468700, 5003.53412149556, 5003.52745245837, 12.365878504757, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468750, 5003.53919386131, 5003.53252482412, 12.3608061390056, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468800, 5003.54595701564, 5003.53928797846, 12.3540429846705, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468850, 5003.5510293814, 5003.54436034421, 12.3489706189191, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468900, 5003.55779253573, 5003.55112349854, 12.3422074645839, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 468950, 5003.56286490148, 5003.55619586429, 12.3371350988325, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469000, 5003.56962805582, 5003.56295901863, 12.3303719444973, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469050, 5003.57470042157, 5003.56803138438, 12.3252995787459, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469100, 5003.5814635759, 5003.57479453872, 12.3185364244108, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469150, 5003.58653594165, 5003.57986690447, 12.3134640586594, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469200, 5003.59329909599, 5003.5866300588, 12.3067009043242, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469250, 5003.59837146174, 5003.59170242455, 12.3016285385728, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469300, 5003.60513461608, 5003.59846557889, 12.2948653842376, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469350, 5003.61020698183, 5003.60353794464, 12.2897930184862, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469400, 5003.61697013616, 5003.61030109898, 12.283029864151, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469450, 5003.6237332905, 5003.61706425331, 12.2762667098159, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469500, 5003.62880565625, 5003.62213661906, 12.2711943440645, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469550, 5003.63556881059, 5003.6288997734, 12.2644311897293, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469600, 5003.64064117634, 5003.63397213915, 12.2593588239779, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469650, 5003.64740433067, 5003.64073529348, 12.2525956696427, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469700, 5003.65247669642, 5003.64580765924, 12.2475233038913, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469750, 5003.65923985076, 5003.65257081357, 12.2407601495562, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469800, 5003.66431221651, 5003.65764317932, 12.2356877838048, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469850, 5003.67107537084, 5003.66440633366, 12.2289246294696, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469900, 5003.6761477366, 5003.66947869941, 12.2238522637182, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 469950, 5003.68291089093, 5003.67624185374, 12.217089109383, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470000, 5003.68798325668, 5003.6813142195, 12.2120167436316, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470050, 5003.69474641102, 5003.68807737383, 12.2052535892964, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470100, 5003.69981877677, 5003.69314973958, 12.2001812235451, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470150, 5003.7065819311, 5003.69991289392, 12.1934180692099, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470200, 5003.71165429686, 5003.70498525967, 12.1883457034585, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470250, 5003.71841745119, 5003.711748414, 12.1815825491233, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470300, 5003.72348981694, 5003.71682077976, 12.1765101833719, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470350, 5003.73025297128, 5003.72358393409, 12.1697470290367, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470400, 5003.73701612561, 5003.73034708843, 12.1629838747016, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470450, 5003.74208849136, 5003.73541945418, 12.1579115089502, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470500, 5003.7488516457, 5003.74218260851, 12.151148354615, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470550, 5003.75392401145, 5003.74725497426, 12.1460759888636, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470600, 5003.76068716579, 5003.7540181286, 12.1393128345284, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470650, 5003.76575953154, 5003.75909049435, 12.134240468777, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470700, 5003.77252268587, 5003.76585364869, 12.1274773144419, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470750, 5003.77759505162, 5003.77092601444, 12.1224049486905, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470800, 5003.78435820596, 5003.77768916877, 12.1156417943553, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470850, 5003.78943057171, 5003.78276153452, 12.1105694286039, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470900, 5003.79619372605, 5003.78952468886, 12.1038062742687, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 470950, 5003.8012660918, 5003.79459705461, 12.0987339085173, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471000, 5003.80802924613, 5003.80136020895, 12.0919707541821, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471050, 5003.81310161188, 5003.8064325747, 12.0868983884308, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471100, 5003.81986476622, 5003.81319572903, 12.0801352340956, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471150, 5003.82493713197, 5003.81826809478, 12.0750628683442, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471200, 5003.83170028631, 5003.82503124912, 12.068299714009, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471250, 5003.83677265206, 5003.83010361487, 12.0632273482576, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471300, 5003.84353580639, 5003.83686676921, 12.0564641939224, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471350, 5003.85029896073, 5003.84362992354, 12.0497010395873, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471400, 5003.85537132648, 5003.84870228929, 12.0446286738359, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471450, 5003.86213448081, 5003.85546544363, 12.0378655195007, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471500, 5003.86720684657, 5003.86053780938, 12.0327931537493, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471550, 5003.8739700009, 5003.86730096371, 12.0260299994141, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471600, 5003.87904236665, 5003.87237332947, 12.0209576336627, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471650, 5003.88580552099, 5003.8791364838, 12.0141944793275, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471700, 5003.89087788674, 5003.88420884955, 12.0091221135762, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471750, 5003.89764104107, 5003.89097200389, 12.002358959241, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471800, 5003.90271340683, 5003.89604436964, 11.9972865934896, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471850, 5003.90947656116, 5003.90280752397, 11.9905234391544, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471900, 5003.91454892691, 5003.90787988973, 11.985451073403, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 471950, 5003.92131208125, 5003.91464304406, 11.9786879190678, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472000, 5003.926384447, 5003.91971540981, 11.9736155533165, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472050, 5003.93314760133, 5003.92647856415, 11.9668523989813, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472100, 5003.93821996709, 5003.9315509299, 11.9617800332299, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472150, 5003.94498312142, 5003.93831408423, 11.9550168788947, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472200, 5003.95005548717, 5003.94338644999, 11.9499445131433, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472250, 5003.95681864151, 5003.95014960432, 11.9431813588081, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472300, 5003.96358179584, 5003.95691275866, 11.936418204473, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472350, 5003.96865416159, 5003.96198512441, 11.9313458387216, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472400, 5003.97541731593, 5003.96874827874, 11.9245826843864, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472450, 5003.98048968168, 5003.97382064449, 11.919510318635, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472500, 5003.98725283602, 5003.98058379883, 11.9127471642998, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472550, 5003.99232520177, 5003.98565616458, 11.9076747985484, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472600, 5003.9990883561, 5003.99241931892, 11.9009116442132, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472650, 5004.00416072185, 5003.99749168467, 11.8958392784619, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472700, 5004.01092387619, 5004.004254839, 11.8890761241267, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472750, 5004.01599624194, 5004.00932720475, 11.8840037583753, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472800, 5004.02275939628, 5004.01609035909, 11.8772406040401, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472850, 5004.02783176203, 5004.02116272484, 11.8721682382887, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472900, 5004.03459491636, 5004.02792587918, 11.8654050839535, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 472950, 5004.03966728211, 5004.03299824493, 11.8603327182022, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 473000, 5004.04643043645, 5004.03976139926, 11.853569563867, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 473050, 5004.0515028022, 5004.04483376501, 11.8484971981156, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 473100, 5004.05826595654, 5004.05159691935, 11.8417340437804, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 473150, 5004.06333832229, 5004.0566692851, 11.836661678029, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 473200, 5004.07010147662, 5004.06343243944, 11.8298985236938, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
Step 6, 473250, 5004.07686463096, 5004.07019559377, 11.8231353693586, 0, 108217.825972337, 35375.2515090543, 262.210853517939, 60.2613333828204, 2942.05031149567, 588.410062299133
